partida,desc,a√±o,valor,desc_corta,tipo,subtipo_agro
1008509000,LAS DEMAS QUINUA (CHENOPODIUM QUINOA) EXCEPTO PARA LA SIEMBRA,2020-01-01,125.94925601,Quinua,Agro,Quinua
811909100,"MANGO (MANGIFERA INDICA L.) SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2020-01-01,113.77344965,Mango,Agro,Mango
910110000,JENGIBRE SIN TRITURAR NI PULVERIZAR,2020-01-01,104.60154108,Jenjibre,Agro,Jenjibre
806100000,UVAS FRESCAS,2021-01-01,1249.79733332998,Uvas frescas,Agro,Uvas frescas
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS",2021-01-01,1185.50315073,Ar·ndanos,Agro,Ar·ndanos
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2021-01-01,1013.73706072001,Palta,Agro,Palta
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2021-01-01,399.384854580001,Esp·rragos frescos,Agro,Esp·rragos frescos
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2021-01-01,319.292457769997,Mango,Agro,Mango
805299000,WILKINGS E H√çBRIDOS SIMILARES DE AGRIOS (C√çTRICOS) EXCEPTO TANGELO,2021-01-01,159.40525731,Mandarina,Agro,Mandarina
803901100,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2021-01-01,143.03627584999703,Pl·tanos,Agro,Pl·tanos
811909100,"MANGO (MANGIFERA INDICA L.) SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2021-01-01,128.27024467,Mango,Agro,Mango
811909900,"DEMAS FRUTAS Y OTROS FRUTOS,SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2021-01-01,117.38616548,Dem·s frutas,Agro,Dem·s frutas
1008509000,LAS DEMAS QUINUA (CHENOPODIUM QUINOA) EXCEPTO PARA LA SIEMBRA,2021-01-01,105.99925933,Quinua,Agro,Quinua
810400000,"ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS",2022-01-01,1366.2902788500198,Ar·ndanos,Agro,Ar·ndanos
806100000,UVAS FRESCAS,2022-01-01,1361.55132029002,Uvas frescas,Agro,Uvas frescas
804400000,"AGUACATES (PALTAS) , FRESCAS O SECAS",2022-01-01,895.053240779991,Palta,Agro,Palta
709200000,"ESPARRAGOS, FRESCOS O REFRIGERADOS",2022-01-01,371.666888010002,Esp·rragos frescos,Agro,Esp·rragos frescos
804502000,"MANGOS Y MANGOSTANES, FRESCOS O SECOS",2022-01-01,300.64664779000196,Mango,Agro,Mango
805299000,WILKINGS E H√çBRIDOS SIMILARES DE AGRIOS (C√çTRICOS) EXCEPTO TANGELO,2022-01-01,177.970577620001,Mandarina,Agro,Mandarina
811909100,"MANGO (MANGIFERA INDICA L.) SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2022-01-01,148.404645320001,Mango,Agro,Mango
1511100000,ACEITE DE PALMA EN BRUTO,2022-01-01,125.06641791,Aceite de palma,Agro,Aceita de palma
811909900,"DEMAS FRUTAS Y OTROS FRUTOS,SIN COCER O COCIDO EN AGUA O VAPOR,S/AZUC.O EDULC.CONGEL",2022-01-01,117.74624887,Dem·s frutas,Agro,Dem·s frutas
803901100,"BANANAS O PLATANOS TIPO ""CAVENDISH VALERY"" FRESCOS",2022-01-01,117.251581920002,Pl·tanos,Agro,Pl·tanos
